idade,tempo_educacao,estado_civil,cor,sexo,horas_por_semana,salario_anual,nome,dívida
33.0,13,Never-married,White,Female,50,<=50K,NA,
52.0,11,Married-civ-spouse,White,Male,40,>50K,NA,
31.0,10,Married-civ-spouse,White,Male,55,<=50K,NA,
27.0,12,Never-married,White,Female,40,>50K,NA,
44.0,9,Married-civ-spouse,White,Female,30,<=50K,NA,
37.0,14,Married-civ-spouse,White,?,40,<=50K,NA,
39.0,9,Married-civ-spouse,White,Male,60,<=50K,NA,
18.0,8,Never-married,Black,Female,20,<=50K,NA,
42.0,9,Married-civ-spouse,White,Male,40,>50K,NA,
49.0,13,Married-civ-spouse,White,Male,40,>50K,NA,
35.0,9,Divorced,Black,Female,36,<=50K,NA,
43.0,9,Married-civ-spouse,Asian-Pac-Islander,Male,99,<=50K,NA,
43.0,15,Married-civ-spouse,White,Male,60,>50K,NA,
31.0,10,Married-civ-spouse,White,Male,40,>50K,NA,
27.0,13,Never-married,White,Male,40,<=50K,NA,
46.0,10,Divorced,White,Female,40,<=50K,NA,
54.0,9,Married-civ-spouse,White,Male,44,<=50K,NA,
53.0,10,Married-civ-spouse,White,Male,40,>50K,NA,
59.0,15,Married-civ-spouse,White,Male,55,>50K,NA,
36.0,10,Separated,Black,Male,40,<=50K,NA,
32.0,9,Married-civ-spouse,White,Male,40,>50K,NA,
53.0,14,Married-civ-spouse,White,Male,40,>50K,NA,
26.0,9,Never-married,Black,Female,40,<=50K,NA,
35.0,9,Married-AF-spouse,White,Female,40,>50K,NA,
48.0,9,Divorced,Asian-Pac-Islander,Female,40,<=50K,NA,
30.0,10,Separated,Black,Male,40,<=50K,NA,
38.0,8,Married-civ-spouse,White,Male,40,>50K,NA,
58.0,9,Married-civ-spouse,White,Female,10,>50K,NA,
30.0,11,Separated,White,?,40,<=50K,NA,
68.0,9,Married-civ-spouse,White,Male,10,<=50K,NA,
26.0,13,Never-married,Black,Female,40,<=50K,NA,
26.0,13,Never-married,White,?,40,<=50K,NA,
48.0,13,Divorced,White,Male,47,<=50K,NA,
55.0,9,Divorced,White,Female,37,<=50K,NA,
41.0,7,Married-civ-spouse,White,Male,50,>50K,NA,
52.0,9,Married-civ-spouse,White,Male,36,<=50K,NA,
31.0,9,Married-civ-spouse,White,Male,40,>50K,NA,
54.0,11,Married-civ-spouse,White,Male,38,>50K,NA,
31.0,14,Separated,White,Female,25,<=50K,NA,
31.0,13,Married-civ-spouse,White,Male,50,>50K,NA,
47.0,9,Married-civ-spouse,White,Male,40,>50K,NA,
40.0,11,Married-civ-spouse,White,Male,40,>50K,NA,
46.0,10,Divorced,White,Female,48,<=50K,NA,
45.0,9,Divorced,White,Female,40,<=50K,NA,
34.0,10,Never-married,White,Female,18,<=50K,NA,
48.0,10,Never-married,White,Male,60,>50K,NA,
19.0,10,Never-married,White,Female,20,<=50K,NA,
35.0,10,Married-civ-spouse,White,Female,40,>50K,NA,
43.0,13,Separated,White,Female,40,<=50K,NA,
59.0,13,Married-civ-spouse,White,Male,37,>50K,NA,
66.0,4,Divorced,White,Male,10,<=50K,NA,
63.0,4,Married-civ-spouse,White,Male,60,>50K,NA,
32.0,10,Married-spouse-absent,White,Female,37,<=50K,NA,
58.0,13,Widowed,White,Female,40,<=50K,NA,
43.0,11,Married-civ-spouse,White,Male,50,>50K,NA,
27.0,9,Never-married,White,Female,52,<=50K,NA,
21.0,8,Never-married,White,Male,32,<=50K,NA,
44.0,10,Divorced,White,Male,60,>50K,NA,
40.0,9,Married-civ-spouse,White,Male,60,<=50K,NA,
65.0,9,Widowed,White,Female,40,<=50K,NA,
50.0,10,Married-civ-spouse,White,Male,45,>50K,NA,
18.0,9,Separated,White,Male,20,<=50K,NA,
51.0,14,Never-married,White,Male,40,>50K,NA,
44.0,10,Divorced,Black,Female,40,<=50K,NA,
20.0,10,Never-married,White,Female,13,<=50K,NA,
29.0,11,Never-married,White,Male,40,<=50K,NA,
50.0,11,Married-civ-spouse,White,Male,50,>50K,NA,
50.0,9,Married-civ-spouse,White,Male,40,>50K,NA,
43.0,6,Married-civ-spouse,White,Male,40,<=50K,NA,
23.0,13,Never-married,White,Female,40,<=50K,NA,
41.0,9,Married-civ-spouse,White,Male,40,<=50K,NA,
30.0,10,Married-civ-spouse,White,Female,30,<=50K,NA,
58.0,13,Married-civ-spouse,White,Male,25,<=50K,NA,
50.0,11,Married-civ-spouse,White,Male,40,<=50K,NA,
37.0,13,Married-civ-spouse,White,Male,65,>50K,NA,
21.0,9,Never-married,White,Male,24,<=50K,NA,
33.0,9,Married-civ-spouse,White,Female,20,<=50K,NA,
52.0,10,Divorced,White,Female,45,<=50K,NA,
47.0,9,Married-civ-spouse,White,Male,40,<=50K,NA,
45.0,13,Never-married,White,Male,45,>50K,NA,
34.0,10,Married-civ-spouse,White,Male,40,>50K,NA,
31.0,10,Divorced,White,Female,15,<=50K,NA,
19.0,10,Never-married,White,Male,40,<=50K,NA,
45.0,10,Divorced,White,?,45,<=50K,NA,
45.0,11,Married-civ-spouse,White,Male,3,<=50K,NA,
34.0,9,Never-married,White,Male,30,<=50K,NA,
37.0,9,Divorced,White,?,40,<=50K,NA,
20.0,9,Never-married,Black,Female,20,<=50K,NA,
32.0,13,Never-married,White,Male,48,>50K,NA,
39.0,9,Married-civ-spouse,White,Male,40,<=50K,NA,
18.0,10,Never-married,White,Female,30,<=50K,NA,
62.0,10,Married-civ-spouse,White,Male,80,<=50K,NA,
24.0,13,Separated,White,Female,40,<=50K,NA,
37.0,9,Married-civ-spouse,White,Male,45,<=50K,NA,
46.0,13,Widowed,White,Female,25,<=50K,NA,
44.0,9,Divorced,White,Male,40,<=50K,NA,
53.0,9,Never-married,White,Male,48,>50K,NA,
25.0,13,Never-married,White,Male,35,<=50K,NA,
24.0,13,Never-married,White,Male,50,<=50K,NA,
61.0,9,Married-civ-spouse,White,Male,20,<=50K,NA,
45.0,14,Divorced,White,Female,40,<=50K,NA,
33.0,10,Never-married,White,Male,48,<=50K,NA,
48.0,13,Married-civ-spouse,White,Male,45,>50K,NA,
26.0,9,Never-married,Amer-Indian-Eskimo,Male,30,<=50K,NA,
40.0,9,Divorced,Black,Female,32,<=50K,NA,
68.0,13,Married-civ-spouse,White,Male,40,>50K,NA,
24.0,9,Divorced,White,Female,40,<=50K,NA,
25.0,13,Married-civ-spouse,White,Male,60,<=50K,NA,
31.0,13,Never-married,White,Female,50,<=50K,NA,
55.0,10,Divorced,White,Female,38,<=50K,NA,
46.0,12,Divorced,White,Female,38,<=50K,NA,
58.0,13,Divorced,White,Male,38,<=50K,NA,
56.0,9,Widowed,White,Female,40,<=50K,NA,
45.0,13,Never-married,White,Male,55,>50K,NA,
24.0,13,Never-married,White,Male,40,>50K,NA,
35.0,9,Divorced,Asian-Pac-Islander,Male,56,<=50K,NA,
51.0,9,Married-civ-spouse,White,Male,40,>50K,NA,
47.0,15,Married-civ-spouse,White,Male,55,>50K,NA,
17.0,7,Never-married,White,Female,10,<=50K,NA,
21.0,6,Never-married,Black,Female,40,<=50K,NA,
45.0,13,Never-married,White,Female,40,>50K,NA,
42.0,9,Married-civ-spouse,White,Male,50,>50K,NA,
56.0,8,Widowed,Black,Female,40,<=50K,NA,
39.0,9,Married-civ-spouse,White,Male,40,<=50K,NA,
20.0,10,Never-married,White,Male,40,<=50K,NA,
65.0,3,Married-civ-spouse,White,Male,21,<=50K,NA,
44.0,10,Married-civ-spouse,White,?,45,<=50K,NA,
33.0,9,Married-civ-spouse,White,Male,40,<=50K,NA,
25.0,13,Married-civ-spouse,White,Male,45,>50K,NA,
38.0,9,Married-civ-spouse,White,?,50,<=50K,NA,
31.0,6,Never-married,White,?,40,<=50K,NA,
33.0,13,Married-civ-spouse,White,Male,20,<=50K,NA,
49.0,9,Divorced,White,Female,40,<=50K,NA,
28.0,9,Never-married,White,Female,40,<=50K,NA,
29.0,9,Married-civ-spouse,White,Male,40,<=50K,NA,
23.0,11,Never-married,White,Male,20,<=50K,NA,
37.0,13,Married-civ-spouse,White,Male,5,>50K,NA,
52.0,10,Never-married,White,Male,37,>50K,NA,
27.0,9,Never-married,White,Male,40,<=50K,NA,
47.0,10,Married-civ-spouse,White,Male,55,>50K,NA,
21.0,9,Never-married,White,Female,40,<=50K,NA,
61.0,10,Married-civ-spouse,White,Male,40,>50K,NA,
32.0,13,Married-civ-spouse,Asian-Pac-Islander,Male,40,>50K,NA,
21.0,10,Never-married,White,Male,40,<=50K,NA,
63.0,8,Married-civ-spouse,White,Male,40,>50K,NA,
34.0,10,Married-civ-spouse,White,Male,42,<=50K,NA,
21.0,12,Never-married,White,Male,10,<=50K,NA,
44.0,9,Divorced,White,Female,33,<=50K,NA,
36.0,14,Married-civ-spouse,White,Male,50,>50K,NA,
44.0,13,Married-civ-spouse,White,Male,40,<=50K,NA,
42.0,9,Married-civ-spouse,White,Female,40,<=50K,NA,
60.0,9,Married-civ-spouse,White,Male,50,>50K,NA,
31.0,13,Never-married,White,Male,40,<=50K,NA,
30.0,10,Never-married,Black,Male,40,<=50K,NA,
23.0,10,Never-married,White,Female,25,<=50K,NA,
81.0,2,Widowed,White,Female,20,<=50K,NA,
21.0,10,Never-married,White,Female,38,<=50K,NA,
28.0,9,Married-civ-spouse,White,Male,40,<=50K,NA,
34.0,13,Never-married,White,Female,40,<=50K,NA,
47.0,9,Never-married,White,Female,40,<=50K,NA,
36.0,9,Married-civ-spouse,White,Male,50,<=50K,NA,
27.0,9,Never-married,White,Male,99,<=50K,NA,
42.0,10,Divorced,White,?,38,<=50K,NA,
43.0,9,Divorced,White,Male,35,<=50K,NA,
48.0,9,Married-spouse-absent,White,?,32,<=50K,NA,
58.0,9,Divorced,White,Female,24,<=50K,NA,
37.0,9,Married-civ-spouse,White,Male,46,>50K,NA,
41.0,10,Divorced,White,Female,15,<=50K,NA,
31.0,4,Separated,White,Female,40,<=50K,NA,
31.0,13,Married-civ-spouse,White,Male,35,<=50K,NA,
53.0,9,Married-civ-spouse,White,Male,40,<=50K,NA,
19.0,10,Never-married,White,Male,25,<=50K,NA,
56.0,16,Married-civ-spouse,White,Male,50,>50K,NA,
55.0,10,Married-civ-spouse,White,Female,40,>50K,NA,
51.0,3,Married-civ-spouse,White,Female,40,<=50K,NA,
62.0,10,Never-married,White,Female,40,<=50K,NA,
43.0,10,Married-civ-spouse,White,Male,50,>50K,NA,
45.0,4,Divorced,Amer-Indian-Eskimo,Male,48,<=50K,NA,
28.0,9,Married-civ-spouse,White,Male,45,<=50K,NA,
46.0,9,Married-civ-spouse,White,Male,40,>50K,NA,
62.0,13,Married-civ-spouse,White,Male,40,<=50K,NA,
57.0,9,Widowed,White,Female,30,<=50K,NA,
60.0,13,Married-civ-spouse,White,Female,45,>50K,NA,
23.0,10,Never-married,White,Male,40,<=50K,NA,
47.0,10,Married-civ-spouse,White,Male,60,>50K,NA,
21.0,10,Never-married,White,Female,8,<=50K,NA,
51.0,9,Married-civ-spouse,White,Male,48,<=50K,NA,
61.0,9,Married-civ-spouse,White,Male,40,<=50K,NA,
52.0,13,Married-civ-spouse,White,Female,30,>50K,NA,
76.0,13,Married-civ-spouse,White,Male,40,<=50K,NA,
24.0,10,Never-married,White,Male,39,<=50K,NA,
31.0,13,Never-married,White,Male,55,<=50K,NA,
43.0,13,Married-civ-spouse,White,Male,50,>50K,NA,
58.0,10,Widowed,Amer-Indian-Eskimo,Female,40,<=50K,NA,
18.0,10,Never-married,White,Female,24,<=50K,NA,
19.0,8,Never-married,White,?,25,<=50K,NA,
44.0,10,Divorced,White,Female,45,<=50K,NA,
41.0,10,Never-married,White,Male,7,<=50K,NA,
40.0,9,Divorced,Black,Male,35,<=50K,NA,
42.0,9,Married-civ-spouse,White,Male,40,<=50K,NA,
35.0,11,Never-married,White,Male,40,<=50K,NA,
19.0,9,Never-married,White,Female,12,<=50K,NA,
60.0,9,Married-civ-spouse,White,Female,40,<=50K,NA,
23.0,12,Married-civ-spouse,White,Male,25,<=50K,NA,
18.0,9,Never-married,White,Female,40,<=50K,NA,
40.0,10,Married-civ-spouse,White,?,45,>50K,NA,
19.0,10,Never-married,White,Female,15,<=50K,NA,
51.0,9,Divorced,White,Female,40,<=50K,NA,
41.0,13,Married-civ-spouse,White,Male,50,<=50K,NA,
18.0,6,Never-married,White,Female,20,<=50K,NA,
41.0,10,Married-spouse-absent,Black,?,40,<=50K,NA,
27.0,10,Never-married,White,Female,40,<=50K,NA,
71.0,2,Divorced,White,Female,28,<=50K,NA,
73.0,9,Divorced,White,Female,20,<=50K,NA,
45.0,10,Married-civ-spouse,White,Male,40,<=50K,NA,
25.0,10,Married-civ-spouse,White,Male,40,>50K,NA,
50.0,9,Married-civ-spouse,White,Female,16,<=50K,NA,
49.0,9,Married-civ-spouse,White,Male,45,>50K,NA,
44.0,10,Married-civ-spouse,White,Male,45,>50K,NA,
42.0,9,Divorced,White,Female,40,<=50K,NA,
20.0,9,Never-married,White,Female,45,<=50K,NA,
66.0,9,Widowed,White,Female,18,<=50K,NA,
19.0,10,Never-married,White,Male,15,<=50K,NA,
60.0,10,Married-civ-spouse,White,Male,55,<=50K,NA,
46.0,11,Separated,White,Male,40,<=50K,NA,
42.0,11,Divorced,White,Male,35,<=50K,NA,
58.0,12,Married-civ-spouse,White,Male,60,>50K,NA,
47.0,9,Divorced,White,Female,40,<=50K,NA,
58.0,10,Married-civ-spouse,White,Male,36,<=50K,NA,
69.0,13,Married-civ-spouse,White,Male,40,>50K,NA,
17.0,6,Never-married,White,Female,40,<=50K,NA,
19.0,7,Never-married,White,Male,24,<=50K,NA,
28.0,10,Married-civ-spouse,White,Male,70,<=50K,NA,
37.0,9,Separated,Amer-Indian-Eskimo,Female,40,<=50K,NA,
30.0,9,Married-civ-spouse,White,Male,50,<=50K,NA,
36.0,10,Divorced,White,Male,40,<=50K,NA,
45.0,7,Divorced,White,Male,76,>50K,NA,
59.0,4,Married-civ-spouse,White,Female,99,<=50K,NA,
45.0,10,Married-civ-spouse,White,Male,40,<=50K,NA,
53.0,16,Divorced,White,Female,40,>50K,NA,
37.0,9,Divorced,White,Female,40,<=50K,NA,
26.0,10,Never-married,White,Female,40,<=50K,NA,
53.0,5,Married-civ-spouse,White,Male,40,<=50K,NA,
44.0,9,Married-civ-spouse,White,?,15,<=50K,NA,
27.0,13,Never-married,White,Male,40,<=50K,NA,
22.0,10,Never-married,White,Male,40,<=50K,NA,
41.0,9,Divorced,White,Male,40,<=50K,NA,
53.0,9,Married-civ-spouse,White,Male,40,<=50K,NA,
58.0,9,Married-civ-spouse,White,Male,40,<=50K,NA,
34.0,8,Separated,Black,Female,53,<=50K,NA,
32.0,13,Married-civ-spouse,White,Male,60,>50K,NA,
47.0,14,Married-civ-spouse,White,Female,40,>50K,NA,
27.0,9,Married-civ-spouse,White,Male,40,<=50K,NA,
25.0,10,Never-married,White,Male,40,<=50K,NA,
40.0,6,Divorced,Black,Female,40,<=50K,NA,
36.0,10,Married-civ-spouse,White,Male,92,<=50K,NA,
23.0,9,Never-married,White,Male,40,<=50K,NA,
44.0,5,Married-civ-spouse,Black,Male,40,<=50K,NA,
19.0,9,Never-married,White,Male,60,<=50K,NA,
42.0,13,Never-married,White,Male,40,<=50K,NA,
60.0,10,Married-civ-spouse,White,Male,15,<=50K,NA,
,9,Married-civ-spouse,White,Male,45,>50K,NA,
45.0,9,Never-married,Asian-Pac-Islander,Female,40,<=50K,NA,
67.0,3,Married-civ-spouse,White,Male,49,<=50K,NA,
52.0,14,Divorced,Asian-Pac-Islander,Female,40,<=50K,NA,
28.0,16,Never-married,White,Male,18,<=50K,NA,
83.0,9,Divorced,White,Male,20,<=50K,NA,
17.0,7,Never-married,White,Male,20,<=50K,NA,
27.0,11,Never-married,White,Male,40,<=50K,NA,
35.0,11,Never-married,White,Male,60,<=50K,NA,
40.0,10,Never-married,White,Female,40,<=50K,NA,
23.0,12,Married-civ-spouse,White,Female,25,<=50K,NA,
51.0,7,Married-civ-spouse,Black,Male,40,<=50K,NA,
82.0,6,Widowed,White,Male,20,<=50K,NA,
28.0,9,Never-married,White,Female,45,<=50K,NA,
19.0,9,Never-married,White,Male,45,<=50K,NA,
30.0,13,Married-spouse-absent,White,Female,50,<=50K,NA,
66.0,13,Married-civ-spouse,White,Male,15,>50K,NA,
27.0,7,Never-married,White,Male,40,<=50K,NA,
35.0,9,Married-civ-spouse,Black,?,40,<=50K,NA,
17.0,8,Never-married,White,Male,15,<=50K,NA,
27.0,9,Never-married,White,Male,40,<=50K,NA,
27.0,15,Never-married,White,Male,50,<=50K,NA,
44.0,13,Married-civ-spouse,Black,Female,40,>50K,NA,
64.0,9,Married-civ-spouse,White,Male,16,<=50K,NA,
62.0,9,Widowed,White,Female,15,<=50K,NA,
26.0,10,Married-civ-spouse,White,Male,40,<=50K,NA,
40.0,9,Separated,White,Male,40,<=50K,NA,
40.0,16,Married-civ-spouse,White,Male,40,>50K,NA,
35.0,9,Divorced,White,Female,40,<=50K,NA,
52.0,10,Widowed,White,Female,24,<=50K,NA,
46.0,10,Married-civ-spouse,White,Female,40,>50K,NA,
30.0,9,Married-civ-spouse,Amer-Indian-Eskimo,Male,40,<=50K,NA,
52.0,10,Married-civ-spouse,White,Male,40,>50K,NA,
28.0,9,Never-married,Other,Male,40,<=50K,NA,
17.0,6,Never-married,White,Female,25,<=50K,NA,
46.0,10,Never-married,Black,Female,40,<=50K,NA,
45.0,13,Divorced,White,Male,40,>50K,NA,
21.0,10,Never-married,White,Female,32,<=50K,NA,
18.0,9,Married-civ-spouse,White,Female,40,<=50K,NA,
17.0,7,Never-married,White,Male,15,<=50K,NA,
90.0,10,Divorced,Black,Female,37,<=50K,NA,
23.0,10,Never-married,White,Male,40,<=50K,NA,
41.0,13,Married-civ-spouse,White,Male,40,>50K,NA,
19.0,10,Never-married,White,Male,50,<=50K,NA,
69.0,9,Married-civ-spouse,White,Male,40,<=50K,NA,
23.0,12,Never-married,White,Female,32,<=50K,NA,
28.0,10,Never-married,White,Male,54,<=50K,NA,
37.0,12,Married-civ-spouse,White,Male,45,>50K,NA,
57.0,9,Married-civ-spouse,White,Male,30,<=50K,NA,
30.0,10,Never-married,Black,?,40,<=50K,NA,
48.0,9,Separated,White,Female,40,<=50K,NA,
73.0,9,Widowed,White,Female,32,<=50K,NA,
33.0,14,Never-married,White,Male,40,>50K,NA,
36.0,9,Married-civ-spouse,White,Male,40,<=50K,NA,
28.0,9,Married-civ-spouse,White,Male,40,<=50K,NA,
57.0,9,Divorced,White,Female,40,<=50K,NA,
31.0,10,Never-married,Black,Female,40,<=50K,NA,
35.0,5,Divorced,Amer-Indian-Eskimo,Male,38,<=50K,NA,
40.0,9,Divorced,Black,Female,48,<=50K,NA,
32.0,10,Never-married,White,Female,40,<=50K,NA,
35.0,13,Never-married,White,Male,40,<=50K,NA,
27.0,10,Separated,White,Female,40,<=50K,NA,
17.0,6,Never-married,White,Female,18,<=50K,NA,
29.0,10,Never-married,White,Female,40,<=50K,NA,
18.0,7,Never-married,White,Female,30,<=50K,NA,
20.0,10,Never-married,White,?,30,<=50K,NA,
69.0,9,Married-civ-spouse,White,Male,24,<=50K,NA,
18.0,10,Never-married,White,Female,40,<=50K,NA,
56.0,9,Never-married,Black,Female,40,<=50K,NA,
40.0,10,Separated,White,Female,8,<=50K,NA,
46.0,10,Divorced,White,Male,40,<=50K,NA,
53.0,10,Widowed,White,Female,40,<=50K,NA,
50.0,14,Married-civ-spouse,White,Male,50,>50K,NA,
23.0,7,Never-married,White,Male,50,<=50K,NA,
40.0,13,Married-spouse-absent,White,Male,40,>50K,NA,
54.0,10,Married-civ-spouse,White,Male,40,>50K,NA,
45.0,10,Divorced,White,Female,40,<=50K,NA,
53.0,9,Married-civ-spouse,Black,Male,40,>50K,NA,
50.0,13,Divorced,White,Female,40,>50K,NA,
22.0,13,Never-married,White,Male,25,<=50K,NA,
40.0,13,Married-civ-spouse,White,Male,40,<=50K,NA,
36.0,14,Never-married,White,Male,40,<=50K,NA,
25.0,12,Never-married,White,Male,50,<=50K,NA,
29.0,9,Married-civ-spouse,White,Male,40,<=50K,NA,
29.0,13,Never-married,White,?,50,<=50K,NA,
22.0,13,Never-married,White,Female,40,<=50K,NA,
60.0,14,Married-civ-spouse,White,Male,40,>50K,NA,
37.0,9,Married-civ-spouse,White,Male,50,<=50K,NA,
53.0,4,Divorced,White,Female,40,<=50K,NA,
23.0,10,Never-married,White,Female,20,<=50K,NA,
18.0,9,Never-married,White,Female,10,<=50K,NA,
36.0,10,Divorced,White,Female,45,<=50K,NA,
67.0,9,Married-civ-spouse,White,Male,50,>50K,NA,
31.0,9,Never-married,White,?,60,<=50K,NA,
26.0,13,Married-civ-spouse,White,Male,48,>50K,NA,
18.0,7,Never-married,Asian-Pac-Islander,Female,20,<=50K,NA,
45.0,14,Divorced,Black,Female,40,<=50K,NA,
64.0,7,Married-civ-spouse,White,Male,40,<=50K,NA,
26.0,9,Never-married,White,Female,38,<=50K,NA,
53.0,10,Divorced,White,Female,40,<=50K,NA,
32.0,10,Divorced,Amer-Indian-Eskimo,Male,40,<=50K,NA,
49.0,9,Divorced,White,Female,30,>50K,NA,
59.0,6,Married-civ-spouse,White,Male,40,>50K,NA,
44.0,14,Married-civ-spouse,White,Male,55,>50K,NA,
61.0,9,Married-civ-spouse,White,Male,60,<=50K,NA,
41.0,9,Divorced,White,Female,40,<=50K,NA,
46.0,9,Separated,White,Female,37,<=50K,NA,
32.0,9,Never-married,White,Male,40,<=50K,NA,
29.0,9,Never-married,White,Female,35,<=50K,NA,
48.0,14,Never-married,White,Male,40,<=50K,NA,
32.0,10,Divorced,White,Female,30,<=50K,NA,
21.0,9,Never-married,White,Female,35,<=50K,NA,
50.0,15,Married-civ-spouse,White,Male,50,>50K,NA,
44.0,14,Married-civ-spouse,White,Male,44,>50K,NA,
51.0,9,Separated,White,Female,40,<=50K,NA,
42.0,9,Married-civ-spouse,White,Male,40,>50K,NA,
27.0,13,Never-married,White,Female,40,<=50K,NA,
70.0,9,Married-civ-spouse,White,?,3,<=50K,NA,
33.0,9,Divorced,White,Female,40,<=50K,NA,
65.0,9,Married-civ-spouse,White,Male,60,>50K,NA,
32.0,9,Married-civ-spouse,White,Male,40,<=50K,NA,
30.0,10,Divorced,White,Female,40,<=50K,NA,
43.0,10,Married-civ-spouse,White,Male,40,<=50K,NA,
31.0,5,Never-married,White,Male,40,<=50K,NA,
64.0,13,Divorced,Black,Female,40,<=50K,NA,
37.0,10,Separated,Other,Male,52,<=50K,NA,
49.0,9,Divorced,White,Male,40,<=50K,NA,
29.0,7,Never-married,White,Male,48,<=50K,NA,
35.0,9,Divorced,White,Male,40,<=50K,NA,
37.0,12,Married-civ-spouse,White,Male,45,<=50K,NA,
42.0,14,Married-civ-spouse,White,Male,50,>50K,NA,
21.0,10,Never-married,White,Male,40,<=50K,NA,
23.0,12,Never-married,White,Male,40,<=50K,NA,
35.0,9,Never-married,Black,Female,40,<=50K,NA,
29.0,11,Married-civ-spouse,White,Male,40,>50K,NA,
23.0,10,Never-married,White,Female,25,<=50K,NA,
45.0,13,Never-married,White,Male,40,<=50K,NA,
24.0,13,Never-married,White,Male,50,<=50K,NA,
38.0,9,Never-married,White,Male,50,<=50K,NA,
28.0,6,Never-married,White,Female,38,<=50K,NA,
23.0,9,Never-married,White,Female,48,<=50K,NA,
45.0,14,Married-civ-spouse,White,Male,50,>50K,NA,
68.0,12,Divorced,White,Female,43,<=50K,NA,
60.0,11,Divorced,White,Male,40,>50K,NA,
41.0,8,Separated,Black,Male,40,<=50K,NA,
48.0,9,Divorced,White,Male,40,<=50K,NA,
33.0,9,Married-civ-spouse,White,Male,40,<=50K,NA,
48.0,11,Married-civ-spouse,White,Male,40,<=50K,NA,
23.0,10,Never-married,White,Female,20,<=50K,NA,
26.0,5,Married-civ-spouse,White,Male,45,<=50K,NA,
55.0,13,Married-civ-spouse,White,Male,50,>50K,NA,
35.0,14,Married-civ-spouse,White,Male,75,<=50K,NA,
52.0,10,Married-civ-spouse,White,Male,55,>50K,NA,
46.0,9,Separated,White,Female,38,<=50K,NA,
72.0,9,Married-civ-spouse,Asian-Pac-Islander,Male,1,<=50K,NA,
18.0,9,Never-married,White,?,30,<=50K,NA,
62.0,9,Divorced,White,?,40,<=50K,NA,
22.0,10,Never-married,White,Female,30,<=50K,NA,
40.0,10,Married-civ-spouse,White,Female,40,>50K,NA,
26.0,10,Married-civ-spouse,White,Male,50,<=50K,NA,
,12,Married-spouse-absent,Black,Female,36,<=50K,NA,
25.0,9,Never-married,Asian-Pac-Islander,Female,40,<=50K,NA,
46.0,11,Married-civ-spouse,Black,Female,35,>50K,NA,
41.0,10,Married-civ-spouse,Black,Male,45,>50K,NA,
37.0,9,Married-civ-spouse,White,Male,40,<=50K,NA,
38.0,10,Married-civ-spouse,White,Male,43,<=50K,NA,
67.0,14,Widowed,White,Male,2,>50K,NA,
60.0,13,Divorced,White,Female,48,>50K,NA,
39.0,13,Married-civ-spouse,White,Male,50,>50K,NA,
32.0,9,Married-civ-spouse,White,Male,60,>50K,NA,
26.0,13,Never-married,White,Female,45,<=50K,NA,
39.0,9,Divorced,White,Female,50,<=50K,NA,
28.0,10,Never-married,White,Female,40,<=50K,NA,
29.0,7,Divorced,White,Female,52,<=50K,NA,
43.0,11,Married-civ-spouse,White,Male,50,<=50K,NA,
23.0,10,Never-married,White,Male,25,<=50K,NA,
32.0,13,Married-civ-spouse,White,Male,45,>50K,NA,
33.0,10,Married-civ-spouse,White,Female,60,>50K,NA,
45.0,9,Divorced,Black,Female,35,<=50K,NA,
48.0,9,Divorced,White,Male,40,<=50K,NA,
43.0,15,Married-civ-spouse,White,Male,45,>50K,NA,
50.0,9,Married-civ-spouse,White,Male,40,>50K,NA,
63.0,13,Never-married,White,Male,40,>50K,NA,
55.0,9,Married-civ-spouse,White,Male,40,>50K,NA,
22.0,13,Never-married,White,Female,35,<=50K,NA,
32.0,9,Never-married,White,Male,60,<=50K,NA,
27.0,12,Married-civ-spouse,White,Male,55,<=50K,NA,
22.0,13,Never-married,White,Female,15,<=50K,NA,
44.0,9,Divorced,White,Male,68,<=50K,NA,
34.0,9,Separated,White,Female,40,<=50K,NA,
28.0,9,Never-married,White,Female,40,<=50K,NA,
40.0,14,Married-civ-spouse,White,Female,24,>50K,NA,
45.0,10,Married-civ-spouse,White,Male,55,<=50K,NA,
17.0,6,Never-married,White,Male,15,<=50K,NA,
53.0,8,Married-civ-spouse,White,?,45,<=50K,NA,
58.0,12,Married-civ-spouse,White,Male,40,>50K,NA,
55.0,9,Never-married,White,Male,35,<=50K,NA,
44.0,11,Never-married,White,Male,44,<=50K,NA,
40.0,9,Married-civ-spouse,White,Male,30,<=50K,NA,
58.0,14,Married-civ-spouse,White,Male,50,<=50K,NA,
38.0,9,Married-civ-spouse,White,Male,40,>50K,NA,
62.0,5,Never-married,Black,Female,22,<=50K,NA,
31.0,11,Married-civ-spouse,White,Male,38,<=50K,NA,
30.0,9,Never-married,White,?,45,<=50K,NA,
58.0,8,Married-civ-spouse,White,Male,40,<=50K,NA,
30.0,13,Married-civ-spouse,White,Male,50,>50K,NA,
28.0,11,Never-married,White,Female,40,<=50K,NA,
46.0,10,Divorced,White,?,70,<=50K,NA,
34.0,13,Never-married,White,Female,40,<=50K,NA,
39.0,10,Divorced,White,Male,99,<=50K,NA,
61.0,10,Widowed,White,Female,20,<=50K,NA,
30.0,11,Divorced,White,Female,40,<=50K,NA,
31.0,9,Separated,White,Female,40,<=50K,NA,
21.0,9,Never-married,White,Male,40,<=50K,NA,
50.0,9,Married-civ-spouse,White,Male,58,<=50K,NA,
47.0,9,Never-married,White,?,33,<=50K,NA,
