ind_pop_cid,perc_pol,taxa_crim,nivel_ed,crimes
3.0,13.014511053515632,87.24416390883076,2.0,405
1.0,3.190714800591876,29.566985018379565,5.0,116
4.0,15.524280856489003,62.54695842968401,2.0,236
4.0,22.14852385198467,63.55021896131673,4.0,156
5.0,2.76951470158433,4.976893965130802,4.0,40
4.0,23.257727488348667,54.12102355466681,4.0,66
1.0,7.094289853848046,56.664333179224435,5.0,107
2.0,5.063527082012187,67.2248896632332,1.0,320
4.0,6.942689780043065,76.12738443743304,5.0,310
5.0,33.722924294735655,79.09495037474807,2.0,107
1.0,15.05727639604456,95.44358807993792,3.0,292
5.0,32.181204570310726,60.29206195696837,3.0,79
1.0,14.178049796459803,63.26333907467839,8.0,112
3.0,12.172127382747256,48.97763046830029,2.0,181
2.0,4.788104899738421,55.0752659744355,10.0,141
5.0,33.272653232475605,81.56413403221237,8.0,82
3.0,16.37804475861663,36.82742074461029,4.0,86
2.0,11.10951288850136,12.630251737612785,3.0,18
1.0,30.321842828781197,73.58731129812368,5.0,112
5.0,29.644598274125965,65.874449885705,4.0,111
5.0,21.597093443528127,25.275767333082666,2.0,81
2.0,29.964300687978795,85.0571208378433,7.0,56
1.0,12.564551268711154,92.12679421045749,6.0,345
1.0,13.931330411157782,97.57700660004525,6.0,381
1.0,21.41021498477099,48.289961291789105,7.0,47
4.0,16.42905115766624,72.86097647788635,6.0,214
4.0,7.0272918785712175,86.51094286270585,8.0,363
5.0,22.0843062735937,45.98546311545309,8.0,23
5.0,24.70501099551894,38.494881906311704,2.0,78
1.0,1.3200283757690778,62.58858213231064,5.0,207
5.0,40.59750677549633,96.80330270984993,10.0,27
3.0,9.342558377246812,84.82851977076629,8.0,317
5.0,39.953974314108045,96.60081404154836,5.0,102
2.0,16.2941952532621,72.90211703260037,7.0,232
3.0,10.896781421489543,56.94225794652624,5.0,223
4.0,28.301299621664256,93.44754413561431,6.0,170
4.0,15.724534739636631,94.40214998083019,5.0,318
5.0,30.346881940769066,87.01216835308827,8.0,148
3.0,3.3639211881938635,92.8009769675886,5.0,393
5.0,3.5556072898201507,66.56377255873079,6.0,302
3.0,40.884139256216216,93.02879421756927,1.0,33
3.0,21.314639150324755,84.13626278267645,6.0,247
4.0,0.6359632246740077,24.0377419276246,4.0,85
3.0,11.298589187034281,77.36743664388109,1.0,336
1.0,28.666953257319484,93.52035550818529,6.0,144
2.0,2.899913343712446,28.71062882170987,9.0,47
3.0,20.911038219954868,90.53680647225647,5.0,276
3.0,18.081270737880583,42.99399498965586,1.0,89
1.0,2.902191879988969,67.91929302512821,2.0,309
5.0,1.6297061764810938,96.32315799344087,3.0,486
3.0,0.12180550630572773,31.245216450216674,8.0,78
1.0,8.776198122511037,73.41029554159917,5.0,220
1.0,11.312696083255592,95.28479535461237,5.0,362
2.0,15.041958044168414,32.25510876538209,3.0,51
4.0,19.06253805107818,42.7546607728393,10.0,36
4.0,14.058796104996551,74.49784661610987,5.0,281
5.0,8.408404408824033,94.23751309378824,10.0,376
1.0,18.97924719796088,82.32768752777262,8.0,152
5.0,28.132692557421322,60.02107216655931,4.0,68
1.0,33.707077402344154,68.70238836042188,3.0,31
2.0,10.891565087946475,80.92785765321787,7.0,248
1.0,6.177951301231577,47.81214175354152,8.0,167
3.0,31.26008932662796,73.37673326318746,1.0,94
3.0,33.06339130261674,75.15125924841901,5.0,46
3.0,21.56403593875571,74.74214816120552,5.0,155
1.0,12.064679666602007,78.42600437894856,3.0,301
5.0,28.88269583853429,94.96151158424854,2.0,297
5.0,7.561666888492424,76.93064963060942,4.0,300
2.0,0.699986976936684,28.53694447498856,9.0,10
4.0,15.14265854726311,61.27015816505629,6.0,169
1.0,6.341911812983025,61.121833424825226,10.0,122
5.0,13.818309105932613,33.40683020914673,2.0,114
4.0,30.208420792099353,93.43619276842179,5.0,198
5.0,2.3778117133132604,36.68074915748928,5.0,207
5.0,36.65227199855544,87.76776080138067,1.0,125
4.0,20.094987760242432,35.92503908436346,9.0,41
5.0,22.191398154227738,41.37739358941048,3.0,82
1.0,22.430639406225005,58.87961014606302,7.0,53
5.0,6.525428490917939,19.738959522849008,3.0,62
5.0,16.293178955041586,48.74251695817935,3.0,137
3.0,8.226492955327346,75.21671521899412,5.0,314
2.0,8.92626508493356,53.112894437647206,8.0,95
5.0,0.49370410590119373,73.77481071497425,10.0,318
2.0,22.599958543666286,84.31422058433911,1.0,274
3.0,9.952961999538424,49.76935341248422,1.0,228
5.0,4.797561003651529,71.02521098055529,6.0,315
2.0,4.8334662378707876,46.290553784030465,8.0,110
3.0,3.756875285137662,14.459590515864807,3.0,26
2.0,1.251802434903937,38.08410083542485,8.0,76
5.0,3.2916541320023973,45.23080794190675,1.0,201
5.0,0.4579620427775599,93.6131470434271,5.0,460
3.0,10.933219902736502,78.6122507455633,5.0,287
3.0,11.913683961420041,82.92793850839976,9.0,281
5.0,0.7918449121617765,47.39739186030564,7.0,185
3.0,32.2356267973033,82.97151700333838,10.0,52
5.0,12.260239096499436,14.153373248596235,3.0,16
5.0,18.76730850501691,40.183336128845696,1.0,141
1.0,9.179159583655371,82.34707484129406,7.0,262
3.0,2.2803396413353383,56.79029935241642,5.0,187
5.0,24.20426085360007,92.23887728066128,2.0,323
5.0,19.114338959838527,30.187639589073555,1.0,59
5.0,3.807148502543811,60.951413463485714,7.0,192
5.0,17.015899239228972,15.124001335697756,2.0,33
4.0,29.84468969077242,92.60938643373458,5.0,185
4.0,23.74726606798395,62.62314188683607,10.0,70
4.0,18.790981247358317,63.775913146950295,7.0,170
3.0,34.599676619999606,86.40880716038181,3.0,87
1.0,17.17985643568971,66.70091933596068,6.0,176
4.0,22.31689871519795,71.2019052742036,9.0,77
4.0,29.443419021995798,82.75685101379693,8.0,83
4.0,41.2228511229757,97.87882129889381,5.0,34
1.0,29.40416060464468,71.04277093514592,2.0,102
2.0,12.673916033406464,26.57148523818399,1.0,83
3.0,37.74351916721873,94.56725690392678,3.0,84
2.0,33.78125336827035,88.07374949639812,2.0,136
2.0,0.35720839412700656,16.516179175425137,4.0,63
1.0,29.222895038899,80.31774484627621,7.0,66
3.0,3.003960651450932,78.20985193129006,5.0,356
1.0,25.51147676435329,80.57961554218664,5.0,154
3.0,15.017561719734262,93.94783245580281,1.0,388
2.0,29.445889262495474,63.96272963471144,5.0,31
3.0,11.156622794790472,85.74324614726191,10.0,241
2.0,3.876830431823808,80.60061695869175,2.0,346
5.0,37.67527169885767,93.79016855389824,4.0,78
5.0,25.00420163773431,61.31797880024842,6.0,145
5.0,6.389258066422599,70.8554872692845,1.0,398
4.0,29.719760833460608,83.93350138576822,1.0,201
3.0,8.327964579631619,74.24779456089647,9.0,237
3.0,32.858207652831716,77.40438507387584,6.0,51
2.0,8.300428728694186,57.26082298644195,10.0,92
4.0,22.208060077452572,95.12088792307686,2.0,338
5.0,3.2512241908816186,20.876977363420146,8.0,29
3.0,18.363305511326857,86.34210962436552,8.0,225
3.0,6.54252793264215,96.92879204269994,3.0,426
4.0,11.762133057647961,23.74339494102562,3.0,110
2.0,13.67559733232615,54.858788768028624,4.0,192
2.0,0.5715359466598513,74.09951416164665,9.0,226
3.0,3.0421040282577527,95.42288778751539,6.0,397
2.0,2.951723528026351,13.5787327575682,6.0,40
3.0,1.6786667813164513,60.00632343007042,3.0,214
2.0,6.910321213121662,15.110575828535499,2.0,28
1.0,28.673216660446766,67.40349582701569,4.0,44
5.0,27.318150955418286,58.06554208018086,8.0,30
3.0,19.447267132102496,36.567841780809964,2.0,78
1.0,5.092923320367603,95.89307147567484,4.0,461
1.0,6.193280931307532,39.07695367586255,6.0,92
1.0,16.341171211041626,27.622494549228026,3.0,25
4.0,12.321706283010425,55.40834043325689,8.0,165
4.0,14.519620733557147,71.11873494051537,10.0,195
2.0,17.072209442373598,40.74510506103833,5.0,80
2.0,42.75304053544481,98.48691322877423,2.0,5
5.0,6.325310223587843,85.67228678040355,7.0,330
3.0,36.6576416278433,92.27820123220755,3.0,119
1.0,1.2165927507137964,88.93198728522682,7.0,348
3.0,18.69911490641616,97.99710623113964,8.0,285
5.0,33.82907129811898,86.96851786200187,9.0,41
1.0,11.136355559603217,72.06848980882012,5.0,280
4.0,2.054617754347976,82.24164996957774,9.0,281
2.0,11.976766949654149,27.61834488613356,6.0,0
4.0,26.028227855938567,21.115210568454934,2.0,48
3.0,6.065732173846305,71.68959404118218,2.0,339
4.0,8.444318861090295,32.51749408065683,1.0,172
5.0,7.128865517950967,37.001032828529425,8.0,173
5.0,31.097633975162154,93.14281212870526,6.0,205
5.0,6.86840145215718,29.982020432877054,8.0,24
1.0,10.059121078912858,90.1599640397286,8.0,329
4.0,13.966657703508922,36.69092098647345,1.0,123
4.0,4.2584385534561235,47.551117852470306,2.0,214
3.0,27.53295014121614,66.48937026072109,3.0,147
2.0,5.715252971589713,82.62333440593328,9.0,247
1.0,8.873825010668257,58.28945354830214,2.0,215
2.0,7.179504060908426,69.86631119826153,10.0,172
5.0,13.04750309483531,84.46870106619298,1.0,384
2.0,8.452264531118592,82.51242528041001,4.0,352
1.0,9.24900458653115,86.975443430169,8.0,308
2.0,30.67697545545419,70.7725370944606,4.0,76
2.0,15.921131840464398,64.59423401781433,8.0,116
5.0,6.688652865808065,22.51368890680204,7.0,20
2.0,21.99271981530512,93.997075457802,10.0,147
1.0,23.788619600078697,96.99881140742441,10.0,141
1.0,23.002345179556606,69.15690148057064,2.0,188
5.0,15.946853218546487,91.5844774267289,8.0,322
4.0,20.118326038188663,21.664160602582005,1.0,23
5.0,19.92546705649172,49.611336526949486,4.0,121
4.0,11.974421313156537,86.55744092145888,10.0,268
4.0,11.890638789092467,33.49412495734519,8.0,35
2.0,0.35975749831950177,32.35079007763443,7.0,64
1.0,29.636043447533623,81.79490055555661,10.0,79
1.0,24.038644562320133,80.12502628307614,9.0,95
2.0,2.714585400976277,74.0557049745332,9.0,263
2.0,38.80015092991711,93.98793973420771,2.0,82
2.0,33.523492433341076,79.56352654792991,2.0,125
3.0,9.420366397209678,61.31198384343249,8.0,139
5.0,19.119071918773557,41.92969988034697,2.0,101
2.0,8.042072176495052,83.27755067277457,10.0,213
3.0,20.522558309428508,50.480882288613024,3.0,147
5.0,25.933554463806818,95.3969965424993,7.0,208
1.0,15.296861011148465,73.75757583548483,4.0,157
3.0,14.291887672723224,58.313393278639225,7.0,152
3.0,25.762794740890293,81.15013811352529,2.0,202
5.0,31.87484379457124,82.07169495272534,8.0,109
5.0,8.117204518320186,62.72609786357014,7.0,225
2.0,18.86613659384112,61.613803267506015,6.0,141
5.0,1.781113113165056,79.56249194404525,5.0,326
1.0,33.20202270193544,66.98040876489118,1.0,39
4.0,9.225782739958,90.68842818517783,8.0,368
2.0,5.39741487344525,4.689573351538057,1.0,56
4.0,24.635893152658404,64.83140280688798,8.0,54
5.0,5.492485917543122,81.45815065853645,10.0,328
5.0,2.142906866573835,59.666463941987814,6.0,248
1.0,19.944769803073438,93.36144867702703,8.0,210
1.0,1.344717697312392,41.43768430155759,1.0,146
5.0,39.93113824678366,79.40981390376982,4.0,8
2.0,18.80078747283106,63.06553175202716,3.0,214
5.0,18.74400853120183,80.71800729832188,3.0,328
5.0,22.051066133220644,60.60227147650215,7.0,148
1.0,25.499656442570462,81.84175943096191,3.0,173
3.0,1.5639857249385325,77.76332945873051,8.0,332
3.0,16.054145775119256,93.41183044522971,6.0,316
4.0,19.7445152450466,72.02650183315816,6.0,228
4.0,19.150221776284216,84.03313188519967,6.0,279
2.0,18.048630011087894,49.04488194250424,4.0,64
4.0,11.588562197980101,55.065035576138754,10.0,132
4.0,16.559066290794778,53.670071299075296,3.0,130
4.0,10.513952541747628,55.88414362366543,10.0,96
1.0,28.623294864461645,76.49252040178062,6.0,137
1.0,8.284116597137658,44.12092849026615,3.0,131
5.0,11.613053417129727,87.27765106986209,1.0,454
3.0,10.041552483737759,7.251890885184464,1.0,86
4.0,10.374275544329336,99.59165345845283,6.0,415
5.0,2.4966270710117144,95.10652288646972,8.0,436
5.0,12.191610685697196,60.88699391931001,1.0,306
2.0,29.516741457937933,66.44656837611144,6.0,7
1.0,0.6037152435841464,90.82979523490982,1.0,487
5.0,12.557034277149338,19.67147988437523,5.0,62
1.0,11.716054159945433,64.48644973525155,8.0,164
4.0,1.9252471388948145,15.505476410858998,2.0,110
5.0,4.137057698352653,90.04416760544962,6.0,375
4.0,33.256437817139265,67.00274576933477,5.0,39
2.0,11.09084548296746,42.96208067296601,7.0,108
3.0,9.779701053128997,34.79485938660437,8.0,83
5.0,37.092504163755336,95.27466740179632,7.0,108
5.0,12.156944625435829,75.01661219154754,1.0,361
2.0,13.204414381348528,62.550691372390766,3.0,195
1.0,24.669035164109378,61.83139161921173,9.0,19
2.0,10.220971109818544,93.1177035532954,7.0,325
2.0,7.065913053648909,43.56845022294726,8.0,56
1.0,24.03101598586791,61.53561298001026,4.0,143
2.0,17.881051763783496,42.20625981577479,10.0,3
4.0,13.612220644481743,71.95487539275841,7.0,190
4.0,18.812245511548177,67.59295766229837,2.0,252
3.0,14.217327518356504,74.44031931295586,9.0,187
3.0,21.03246146941308,32.04564101130447,3.0,50
3.0,3.189396766710162,63.31821129497367,4.0,246
4.0,11.493496657486112,92.66642853550356,9.0,311
3.0,12.063008482023896,51.988447390077795,2.0,182
2.0,34.5212262803526,97.39656862925317,7.0,135
4.0,19.56237704375362,45.912348110037385,3.0,135
3.0,32.71260795340491,96.50893455554633,10.0,59
4.0,13.260327618813573,71.36863158304571,9.0,194
1.0,37.1500380161213,98.91359750168182,10.0,26
1.0,11.81992061443996,86.36371839516123,4.0,318
5.0,30.67093161431843,73.52562180019227,7.0,3
5.0,18.053346120337245,15.207915622740698,1.0,19
4.0,2.454072176004185,84.57277661556705,1.0,477
5.0,6.152061755252292,33.76601066143357,5.0,83
4.0,3.2082488860854075,88.32889588133406,9.0,300
5.0,26.463867344293725,60.24685990165044,2.0,83
1.0,9.219794416115047,87.78002191076169,2.0,343
5.0,0.9070262761176839,28.281371941060364,10.0,32
1.0,7.585512088666746,45.20812820535286,1.0,171
4.0,28.690500181462998,58.97386692742338,2.0,45
1.0,5.026175867092952,87.00679885368405,1.0,429
2.0,26.401415101627656,86.62826670247166,4.0,250
5.0,8.867113537372774,62.83945790272959,10.0,190
5.0,6.73238558510948,74.86197456211283,10.0,258
2.0,3.7857247282349515,87.58485340056852,6.0,372
4.0,8.762997094672087,5.0926821103184805,1.0,30
5.0,22.255590505758093,64.80837918793817,9.0,94
5.0,9.148375901575278,92.26272757502461,8.0,332
4.0,26.815656975271118,63.01115953594674,7.0,61
5.0,18.74645138825991,59.61603871584358,8.0,134
1.0,5.374625064357463,42.521920669603496,6.0,167
1.0,14.034803298474941,90.53637336825577,8.0,289
3.0,31.569611439426872,85.99727216390217,7.0,81
5.0,20.30388175447375,34.21264872115132,5.0,40
3.0,10.063713909302841,61.15147451031299,9.0,99
1.0,5.329080181940771,92.05522828314858,3.0,417
4.0,34.6876315994128,74.05279815409162,2.0,68
5.0,12.048712453492572,25.355061847566198,2.0,117
4.0,25.761585830949507,84.86953674960279,1.0,258
4.0,13.612932120544485,84.8512582557188,10.0,269
2.0,2.521430751224385,46.25685572226439,1.0,241
2.0,28.802759704315918,83.46294279582264,1.0,179
4.0,11.8058601171524,30.67442609281914,7.0,57
5.0,12.467268103677597,80.62037410877033,8.0,265
4.0,10.807822300186986,67.46276327382891,9.0,208
2.0,42.102672322540535,93.67968833987675,1.0,40
2.0,20.997907957549867,36.75982198588558,1.0,81
1.0,35.28153920299015,84.86727397677038,4.0,104
5.0,19.227789202849145,98.43861781045344,9.0,341
2.0,6.354330577909872,34.01745490296061,5.0,73
3.0,6.330398030320739,88.14608472322507,10.0,309
3.0,16.866212631402398,48.967826301018555,1.0,175
3.0,6.671984822541976,84.65623048495961,4.0,346
4.0,11.497260048892223,76.90748961129,7.0,258
3.0,17.49678636284172,38.52552911399051,2.0,100
1.0,1.9177088962789135,41.528040523734454,8.0,106
3.0,21.119180868239106,69.70280333574759,8.0,120
2.0,18.084020860758777,45.80967367823432,6.0,36
2.0,15.677822073889992,67.88758942592786,9.0,154
3.0,29.728095570317258,77.23413430835727,6.0,40
1.0,22.370961350179584,97.47490139518337,5.0,293
5.0,1.360272258361983,70.22877335115666,1.0,444
2.0,28.525758337187956,78.78960623210541,7.0,88
1.0,29.278121070068952,90.6840998984624,10.0,120
4.0,22.76001631361804,60.31037632221583,9.0,100
2.0,4.219589280931824,43.57945930027478,2.0,184
4.0,22.150439851860593,82.95605957026345,6.0,188
5.0,3.8368641796683645,72.64293876282404,3.0,365
1.0,32.419796745282845,98.28235559834246,8.0,142
4.0,25.746422902161846,94.8869189347229,6.0,241
1.0,11.405997985187033,78.5321681964925,4.0,256
1.0,0.9278576276731565,30.40861246726818,4.0,118
1.0,3.6165989836409174,26.777257791030696,1.0,94
5.0,18.165431114821573,44.89573000991351,8.0,91
5.0,7.569125890139439,31.3952405170673,8.0,7
4.0,3.9898096167594654,92.01562915115099,2.0,529
1.0,5.619814668082579,31.245964618842535,4.0,124
5.0,20.121614480177552,99.84849534931108,2.0,411
1.0,3.6961325710822446,75.27221192843831,2.0,329
4.0,29.386341294529473,69.21052733367736,8.0,34
2.0,2.288486778271648,36.82092565762719,8.0,53
2.0,11.657521257236569,71.9863330131776,6.0,297
4.0,1.2673197959960691,54.783213557189725,2.0,276
2.0,19.39426418235023,47.720662239414224,3.0,98
3.0,20.78827061080385,77.61635253859764,2.0,264
2.0,3.1317344146892134,91.5249827540644,10.0,315
1.0,17.538409799805354,70.87158488978031,9.0,150
5.0,24.69172181095265,62.393446006006805,3.0,176
4.0,7.278059614066978,88.50527115183517,6.0,376
3.0,25.211384466529772,44.91865143334739,6.0,6
1.0,8.227523724996711,95.37265757595756,4.0,414
3.0,16.334180542937883,88.4349642367257,4.0,361
3.0,24.365119741334684,36.692603711531,2.0,36
1.0,9.68417848023384,76.50466771809839,6.0,278
5.0,15.940997626292031,32.985390452296585,6.0,147
4.0,16.343622250686884,17.78768518010545,2.0,30
1.0,4.381388362764427,95.61721609991396,4.0,456
1.0,17.534623898901014,51.083169281769095,9.0,101
1.0,1.756790356252802,44.70604617900996,8.0,99
5.0,30.362033813994348,53.39538888444425,3.0,63
4.0,12.257043118813415,74.5860095203156,7.0,243
2.0,7.813741648843653,58.67760412583124,2.0,302
1.0,11.12299928720918,55.69274407700359,6.0,191
1.0,3.901722308415123,15.48974273506014,5.0,24
2.0,9.49728948006381,63.948016600458125,2.0,285
3.0,23.389205876552722,76.97734804311061,8.0,93
3.0,6.858374066455175,59.02408094673485,6.0,179
2.0,18.30936643017521,54.130649819916876,6.0,32
5.0,38.21057109985957,95.7013557257527,4.0,94
5.0,17.83351483863874,79.25274644349692,1.0,352
3.0,11.853531945720807,95.75827112329097,10.0,279
5.0,16.853117500480717,88.83424102172069,7.0,297
5.0,17.882912889483837,93.53157133348428,4.0,464
4.0,1.9984324447587687,70.54833787375563,10.0,217
4.0,2.2591273326038053,9.981910699025198,4.0,51
5.0,17.87617088164214,92.14833681182772,3.0,411
4.0,24.761945348201287,55.41102280016417,8.0,38
4.0,5.915292491440461,49.534068757680735,9.0,134
4.0,6.3183964740897824,30.600520252709785,8.0,26
2.0,16.601057346798008,20.91610020974979,2.0,40
5.0,13.296537321685376,82.27820284737025,1.0,381
1.0,24.80577434096576,62.33220305181083,2.0,85
3.0,11.620486860399382,62.05377914349211,7.0,163
2.0,7.2530746306633915,32.54699142885797,6.0,63
5.0,16.34081500254786,31.370447668771316,5.0,7
3.0,12.548090305932835,28.548448930288227,7.0,5
3.0,19.37478137098527,84.54883394344351,9.0,193
2.0,18.82080825373408,49.20217056746448,5.0,86
1.0,21.971582250524314,63.84135341254981,10.0,66
5.0,40.224560670727016,97.44198486152838,7.0,64
5.0,1.7419726610572006,16.006204006261747,8.0,11
1.0,28.527910443052875,78.25568189727589,8.0,56
2.0,21.93836683597008,40.58931044859474,1.0,86
4.0,2.970447146243116,14.441636980045214,3.0,60
5.0,0.3406706173542995,77.49973767477529,4.0,364
2.0,6.105956112228639,57.73467010772375,4.0,241
2.0,14.554389544285307,68.94943315872624,4.0,216
4.0,20.448318296604263,62.14034637606962,3.0,145
5.0,16.887127929524592,99.69654753024561,6.0,398
2.0,8.105714724190815,42.9318332099205,3.0,114
3.0,8.474860593783118,66.2991138112659,8.0,221
3.0,21.406611402787245,45.97849462057163,9.0,30
4.0,27.384780363110806,82.69499939487038,5.0,223
1.0,13.469556362638524,57.65565396075185,2.0,260
1.0,13.93971747020134,72.02870619795986,10.0,217
2.0,22.920152199874554,87.35035526977387,3.0,208
2.0,12.595156936112096,77.46432727885174,4.0,241
1.0,30.51481819547517,87.85756029787166,9.0,76
3.0,36.016687279224534,82.42339010894275,5.0,18
5.0,32.659287995140005,72.3934278148423,4.0,77
2.0,1.00166188589621,60.169751196178126,8.0,214
1.0,24.919360277550783,96.93893607778992,6.0,238
5.0,13.506248165125879,83.7441541152609,8.0,265
4.0,2.132782685825163,42.16450065304157,4.0,183
3.0,26.867401072010267,76.84688406582104,10.0,50
1.0,18.414782033402986,85.95121511565647,5.0,262
1.0,32.46173088538331,99.06785390671902,6.0,137
3.0,25.562087045627415,96.38319445752887,6.0,202
5.0,43.386425769333805,94.5870107481057,4.0,10
5.0,10.177795231396036,96.61969409827456,1.0,490
3.0,25.592018962143904,59.551508255013616,5.0,107
4.0,28.490032096194007,84.5602157620742,4.0,197
4.0,15.820726669298468,90.74347267844746,7.0,319
4.0,19.079702514856635,84.32424152802828,3.0,382
2.0,28.585520414090283,89.22850694881753,3.0,142
4.0,10.417641032623637,43.46081249203711,4.0,142
3.0,0.4560334305529046,14.965525996439599,3.0,65
5.0,3.008114366847592,69.3577576952962,4.0,289
2.0,3.6181904435705237,12.810207838874232,3.0,76
5.0,1.7881838149410467,78.93350630497352,5.0,384
5.0,17.379606402237524,79.27967356621089,3.0,323
4.0,24.917632984328698,94.51434211013307,1.0,344
2.0,14.869502758925746,87.3231037991868,10.0,203
3.0,21.98303936751097,35.665964219735955,6.0,24
1.0,8.346712822727032,92.53501826277054,4.0,364
1.0,11.35493166716759,90.32847010173013,5.0,357
2.0,29.437964438063048,84.50132159781614,10.0,89
2.0,14.075482886715573,59.795516462064725,3.0,201
1.0,25.595829317007844,73.53950467385746,9.0,62
5.0,18.38905467227827,35.6019441853873,3.0,90
3.0,11.59340607246958,57.70651189504205,3.0,163
4.0,15.678788358982388,90.20376750439004,1.0,433
2.0,7.2827063210634595,60.96406578706245,1.0,238
1.0,22.144713189076715,96.66357778407732,1.0,357
5.0,10.30584851203945,16.20536816778837,4.0,0
1.0,22.506757006308842,71.71449233872978,5.0,147
5.0,12.100862845467297,57.30306886795851,2.0,267
3.0,12.055752717468183,66.70785210420021,8.0,151
5.0,34.82638003922176,82.91774017941785,9.0,87
3.0,28.491904706438152,72.2872457986292,9.0,18
2.0,35.50738650618194,86.44135989108538,5.0,43
4.0,15.040318580846124,89.88749378672544,4.0,364
4.0,0.8953041387283922,28.47939125243647,10.0,83
2.0,13.748752329302437,36.34330411715771,4.0,64
3.0,16.89845544920292,59.995321599187115,2.0,216
3.0,19.508434286505626,53.09177067438963,3.0,127
3.0,8.474590085022548,77.44434123409751,2.0,413
4.0,22.276221807543706,87.04655477881235,4.0,348
4.0,2.225070420356945,8.403930845563368,1.0,63
4.0,23.94511065999897,69.9637540438182,10.0,39
5.0,13.150313630689926,74.7153571438624,3.0,334
2.0,33.79195948586927,66.08852337733792,3.0,30
4.0,11.599585161306935,53.666250773653424,3.0,230
2.0,17.690726926990553,78.24086905568711,2.0,299
5.0,19.452009635977564,84.06498979756107,9.0,225
2.0,21.2330697449981,62.097073099402,5.0,125
5.0,17.91987539855847,58.302817763148994,3.0,228
3.0,24.377310176467294,62.203704182771816,1.0,133
4.0,10.3814098305548,35.25583142885617,5.0,126
5.0,8.754464407642404,84.97994223082657,5.0,354
1.0,7.991569156596501,28.017460590085598,3.0,56
4.0,27.910285725971107,91.97022674148107,7.0,178
1.0,33.9907058945297,74.39136946447304,7.0,3
2.0,10.467701046924759,74.84457861139092,2.0,307
1.0,27.121587136415204,95.39407086150344,6.0,177
3.0,28.196582418269667,61.3716079814809,1.0,73
2.0,31.911333719110036,74.42558054579055,6.0,77
4.0,31.875856766202226,83.7567880380929,10.0,96
3.0,27.515904950669533,51.66736027033089,2.0,80
4.0,25.93564462552823,85.73610505987111,1.0,291
2.0,26.605222300642872,90.02740708575445,7.0,121
2.0,20.952602343481054,73.45988612114071,6.0,146
4.0,13.331395701586857,80.586286841583,1.0,353
5.0,10.615238135021531,21.466944855062643,4.0,81
4.0,28.708453225175745,73.92310293473003,2.0,135
5.0,38.13496024220794,84.95453437689075,1.0,56
2.0,6.967816256763848,52.575382101468605,4.0,216
1.0,14.954512601076287,91.0899990395354,2.0,403
1.0,11.02116928932938,66.24206330608156,6.0,218
5.0,20.03194405258608,39.876348867533906,5.0,73
5.0,9.893253438113447,59.56764967821941,4.0,245
2.0,21.491778187197518,98.53688026248318,6.0,245
3.0,26.502440879600908,44.301090968586855,5.0,35
1.0,0.118953291283308,41.221532415480425,10.0,78
2.0,11.505664242118762,9.520334157642708,1.0,11
4.0,19.166091307561615,68.33891711875472,1.0,310
5.0,15.616051198930748,78.01787905144081,7.0,286
2.0,32.05557775266379,59.27910572667151,1.0,67
1.0,2.0011607235331907,8.391956750150731,2.0,24
5.0,20.777455140829193,83.75767330123675,8.0,203
3.0,9.793409518496897,24.580951119858817,6.0,6
2.0,6.61697685403706,62.892174246527965,5.0,239
3.0,0.31250312705097816,29.585031542318628,3.0,126
3.0,3.545442203533178,75.71774815237676,9.0,245
3.0,6.498572351885912,76.21022127376186,5.0,314
2.0,5.0004583259169895,49.382111043719654,1.0,178
1.0,6.906894626533456,20.115618500051625,3.0,38
2.0,25.821098557895738,50.00874993712563,6.0,12
1.0,25.645074533515945,83.76808133517818,4.0,181
4.0,19.08469589364248,66.1991198102423,8.0,140
2.0,1.5127280906085394,34.37448954561727,3.0,114
3.0,9.935193182898994,62.87724936815432,1.0,264
2.0,26.488870583056332,84.32466171493165,2.0,227
3.0,14.812238397624133,79.96218265939505,3.0,364
1.0,19.171026586834707,92.87470447881448,3.0,270
5.0,3.6565858678282326,44.202740304912005,1.0,218
4.0,4.816798705453618,65.02752770582977,8.0,186
5.0,32.14520621852176,69.89884781846641,4.0,86
3.0,37.22421834362832,79.20377968931332,1.0,20
4.0,22.61066954008878,95.20491738029689,5.0,266
2.0,6.938873749044882,78.40242462216345,9.0,216
4.0,9.904174312261404,40.733444415676615,9.0,71
5.0,19.913215597539104,91.82686927751419,5.0,285
5.0,3.835623872497973,34.68789820877406,8.0,67
2.0,5.011094842522756,47.61103441860299,8.0,124
4.0,19.11284852033147,64.96011658053604,8.0,108
1.0,7.990257338230167,80.65882991665049,7.0,246
1.0,16.112653698331748,28.94575853728242,2.0,10
2.0,24.46421471175907,86.7915122454304,10.0,109
4.0,5.653278227014768,37.649515927222396,5.0,130
2.0,21.428352761235548,79.27931551677906,2.0,240
3.0,16.73266770099786,75.81099335508603,2.0,305
1.0,23.948677337081126,51.46507023599624,3.0,71
5.0,32.52350041491356,79.94313989706025,7.0,125
4.0,1.7202653501532605,91.45937816055668,7.0,337
4.0,2.3322708251345525,45.59113073684683,1.0,246
2.0,32.1164282317072,95.71792352099348,1.0,188
5.0,36.445582213671145,90.48729739611649,6.0,124
3.0,16.154002835866656,52.1203535945632,10.0,57
2.0,29.85132401667482,70.52142368268086,1.0,80
4.0,41.95741958684188,95.13619320041961,6.0,23
3.0,6.248872079930134,42.017059814987036,5.0,114
2.0,4.112696860083432,72.00013983620977,3.0,321
